question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin
Is there a piano and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],03aba1ac-9e97-46f4-b196-9517eb29614f,template
Is there a piano and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],f5cf7f06-80e6-482c-a181-233003c04d2c,template
Is there a piano and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],8a5a0fb7-f471-4289-a7ea-36991e731dce,template
Is there a piano and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],734527a7-997a-4b08-9dbb-bb527be46965,template
Is there a piano and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],a3859b30-8ea8-4f80-97a4-b7ceaa7d283f,template
Is there a piano and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],b33ecfcd-3bcf-46e0-8d57-b41a74eabe1c,template
Is there a piano and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],6d792123-f2f2-46a5-8266-d08ab943fe6b,template
Is there a piano and a washer in the living room?,logical_room,no,False,"[[], []]",[7],26d512ca-13a9-401f-8e56-8dc846ae9a15,template
Is there a piano and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],f15ce8fb-0714-495c-b0c7-f9f9c63b2e8a,template
Is there a piano and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],4a377dee-50b9-407c-afab-18f686f488ad,template
Is there a piano and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],40def5a9-2dc9-46a4-8ea7-dba3a3b32f29,template
Is there a piano and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],d9d081aa-3d4f-45c6-865e-969fa41da26b,template
Is there a plates and a range oven in the living room?,logical_room,no,False,"[[], []]",[7],a3bb932a-ef07-45a2-bd6b-34f4e62b488e,template
Is there a plates and a refrigerator in the living room?,logical_room,no,False,"[[], []]",[7],936ea6d7-d59e-48ee-a56d-dfb5b586cf30,template
Is there a plates and a robot in the living room?,logical_room,no,False,"[[], [58, 56, 57]]",[7],7b0a0446-16f7-4bfd-935b-ed7e98966c4b,template
Is there a plates and a rubiks cube in the living room?,logical_room,no,False,"[[], [59, 62, 60]]",[7],5738317f-d790-4ee6-86a0-3952c25eb429,template
Is there a plates and a rug in the living room?,logical_room,no,False,"[[], []]",[7],5078a520-f596-4968-8bcf-b911da5c3de8,template
Is there a plates and a rack in the living room?,logical_room,no,False,"[[], []]",[7],350c8b5c-899e-449b-b486-c2ac834e0f54,template
Is there a plates and a shoes in the living room?,logical_room,no,False,"[[], [63]]",[7],f6bf355a-8751-4a44-8d8a-9cdd7ceb5b96,template
Is there a plates and a shower in the living room?,logical_room,no,False,"[[], []]",[7],96016be5-5c51-4341-bd9d-d4755423d432,template
Is there a plates and a sign in the living room?,logical_room,no,False,"[[], []]",[7],f708f923-d298-43f1-98d2-0097af1ccd02,template
Is there a plates and a sink in the living room?,logical_room,no,False,"[[], []]",[7],592bc38d-cad1-435c-8da0-2e3fdd9590ea,template
Is there a plates and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],f6ab07d8-27ff-479f-8014-dbd5d32069f7,template
Is there a plates and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],cb5ce46c-3f84-4dde-b1e4-1e463f990564,template
Is there a plates and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],d2a4ef39-7a83-46be-81f9-e8b72118a904,template
Is there a plates and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],66b6efc5-6e6f-4d1b-aa4b-9c5d002e950d,template
Is there a plates and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],f2a892e4-a18a-40dd-92dc-55f988fc19ca,template
Is there a plates and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],1f9cd75d-5a56-4858-9f33-d4e98d14477f,template
Is there a plates and a television in the living room?,logical_room,no,False,"[[], []]",[7],4fac6399-4ecb-4262-a443-9cbc45d95191,template
Is there a plates and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],e5e0ec9b-10d2-4d02-a74b-c2f05f6b5513,template
Is there a plates and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],3a2dbd01-9148-4d07-8280-22944c36efd7,template
Is there a plates and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],f36a0298-2767-4d3a-bc53-0df41c2b0d66,template
Is there a plates and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],78038e5e-000e-4999-a683-f2b0cb8298c7,template
Is there a plates and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],4b6281ad-5550-42bf-8970-0376666bf03c,template
Is there a plates and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],562d7298-324d-42ca-8bcc-300cc5799abf,template
Is there a plates and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],f479c4ae-5165-46a5-9f97-a76c8809c207,template
Is there a plates and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],256e1828-1dec-4455-85c4-adab46d2eb69,template
Is there a plates and a washer in the living room?,logical_room,no,False,"[[], []]",[7],ef1ac5a4-8636-4adb-b987-bdd80175a862,template
Is there a plates and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],04d72874-53a0-4046-bc91-129c9210ccbe,template
Is there a plates and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],4ad1795a-3ec9-4d3b-8dcd-cbe9261c29e8,template
Is there a plates and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],9ac9e30f-a99c-4971-90a5-8ac3a4b272ea,template
Is there a plates and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],42e06cc7-2aa0-497c-92f7-024b8beaf95e,template
Is there a range oven and a refrigerator in the living room?,logical_room,no,False,"[[], []]",[7],fb16edc9-4b84-4bff-b07c-84e655bf3b32,template
Is there a range oven and a robot in the living room?,logical_room,no,False,"[[], [58, 56, 57]]",[7],477198e0-3f83-4e38-b8ae-a06704ebb83a,template
Is there a range oven and a rubiks cube in the living room?,logical_room,no,False,"[[], [59, 62, 60]]",[7],780bce1f-c8b5-48c2-a375-e2fc3335a034,template
Is there a range oven and a rug in the living room?,logical_room,no,False,"[[], []]",[7],4b2cfcc2-29ea-46bb-84d1-8ceaa003b3bb,template
Is there a range oven and a rack in the living room?,logical_room,no,False,"[[], []]",[7],1d71b359-85cc-46ed-9b7c-fcccbff24d77,template
Is there a range oven and a shoes in the living room?,logical_room,no,False,"[[], [63]]",[7],de4b9e74-cf0c-4048-81ce-a0cf5181cbc7,template
Is there a range oven and a shower in the living room?,logical_room,no,False,"[[], []]",[7],9d3d2551-4445-440e-b331-9117fb3c8acd,template
Is there a range oven and a sign in the living room?,logical_room,no,False,"[[], []]",[7],5fb835ba-bf22-4767-b14d-73a917a7bd53,template
Is there a range oven and a sink in the living room?,logical_room,no,False,"[[], []]",[7],0d98cbdd-f35b-4d30-b317-52cfe815efaa,template
Is there a range oven and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],1d2ebbff-631c-4e3a-b140-f51e7240dfde,template
Is there a range oven and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],577c8aff-314b-4858-aeb3-ffa90b1ec37f,template
Is there a range oven and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],7cf30ba5-45bd-4798-b3bf-e797a36ca63c,template
Is there a range oven and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],3f6520af-ab9c-4cae-976e-b538798ce0ba,template
Is there a range oven and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],22e3d041-b43d-48e8-a252-4d63b6cab398,template
Is there a range oven and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],f7ecfae7-4a4c-402e-a028-aa2dad64841a,template
Is there a range oven and a television in the living room?,logical_room,no,False,"[[], []]",[7],4de5500b-fa53-4a10-a484-13db6d30297c,template
Is there a range oven and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],95a75b5a-7232-4799-8823-858fcf483b06,template
Is there a range oven and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],a6eb65e2-969e-4f41-afed-1ba22fe8ea72,template
Is there a range oven and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],1e95fb57-4b4d-4956-9fb3-4d5a71481523,template
Is there a range oven and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],c84b0f9d-b177-4a14-a040-519c1aadd240,template
Is there a range oven and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],7c7fd5a2-23ed-4561-8ed6-df9a2b73ada6,template
Is there a range oven and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],400cad3f-35b7-4587-be3a-021fe88a07dc,template
Is there a range oven and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],cc786d63-7036-4a5e-a66f-25e6a8d3b649,template
Is there a range oven and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],50e16826-b754-4763-b7b3-e733eb66554c,template
Is there a range oven and a washer in the living room?,logical_room,no,False,"[[], []]",[7],d556feb9-f5f1-42ab-a5f2-d197064238d4,template
Is there a range oven and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],b13ef39b-0793-4d93-81f5-0c389c14a424,template
Is there a range oven and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],8a17f554-2d6d-4fb1-a4a6-e952389b7ecc,template
Is there a range oven and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],d5fa4170-7b1e-4729-96a2-a7073b109a93,template
Is there a range oven and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],080d08ce-bff6-4448-a590-20c22f5a798a,template
Is there a refrigerator and a robot in the living room?,logical_room,no,False,"[[], [58, 56, 57]]",[7],237a7dcd-32df-4ffa-9b88-7bd01f8beb26,template
Is there a refrigerator and a rubiks cube in the living room?,logical_room,no,False,"[[], [59, 62, 60]]",[7],9501699a-4fb6-4e08-8df8-929d14961b6a,template
Is there a refrigerator and a rug in the living room?,logical_room,no,False,"[[], []]",[7],aeb9f1b6-7578-4ff0-b971-d0613b85ec0f,template
Is there a refrigerator and a rack in the living room?,logical_room,no,False,"[[], []]",[7],d7ea4e9b-08c5-4965-b031-eee951931247,template
Is there a refrigerator and a shoes in the living room?,logical_room,no,False,"[[], [63]]",[7],96ded017-6ded-4f51-8204-e295d055235b,template
Is there a refrigerator and a shower in the living room?,logical_room,no,False,"[[], []]",[7],429cbfab-19d4-4d2a-9247-e8d48a80c69f,template
Is there a refrigerator and a sign in the living room?,logical_room,no,False,"[[], []]",[7],6dfd9147-d23a-43ce-8b63-45d61edcdf10,template
Is there a refrigerator and a sink in the living room?,logical_room,no,False,"[[], []]",[7],d5d3beaa-10fe-42fa-b23a-ce0b1826f8ef,template
Is there a refrigerator and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],95bed9fd-1c29-48b8-b817-79b8c1a02aa8,template
Is there a refrigerator and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],01886fd9-1b09-41a6-9911-b0da5d5310e2,template
Is there a refrigerator and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],9f2e316a-6fe2-40b5-85e7-3d491a28f3b2,template
Is there a refrigerator and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],20491d27-6701-4a52-9a37-d284cb3aa30b,template
Is there a refrigerator and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],e8390b5b-c436-4100-b23e-feac87d3a605,template
Is there a refrigerator and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],185c56fc-4fbb-4707-b39c-fb3e33c857a1,template
Is there a refrigerator and a television in the living room?,logical_room,no,False,"[[], []]",[7],8037c2a8-d71b-44c4-a1f3-dff28adf4a46,template
Is there a refrigerator and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],4e29fd0c-4527-4d40-bbfc-dbf300a38ab0,template
Is there a refrigerator and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],63cdfbb9-e599-4aa0-b283-f901d61cf251,template
Is there a refrigerator and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],6e1e4ace-0b55-4714-89a7-5dae66c564fd,template
Is there a refrigerator and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],f6018b33-d9c7-49ba-81eb-6a221eece869,template
Is there a refrigerator and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],d2c84e38-7c39-4923-8c9a-41c21827e15e,template
Is there a refrigerator and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],845e7cea-3ca8-42b8-a836-c00b0b082d38,template
Is there a refrigerator and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],0e3f1dc6-975a-4513-b086-7714b8625834,template
Is there a refrigerator and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],d4ae4305-2c20-4199-836e-89a69f4a6ad1,template
Is there a refrigerator and a washer in the living room?,logical_room,no,False,"[[], []]",[7],75b7e3e4-7e4a-49c3-92e8-84778af287d9,template
Is there a refrigerator and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],3a6ba55d-36d6-4bd0-9fa2-94c52f9d92e4,template
Is there a refrigerator and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],f77e210e-6c42-467a-b4b1-194e9d1612b7,template
Is there a refrigerator and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],fc783855-6aef-4188-aaf0-95276a2b15fb,template
Is there a refrigerator and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],2046c6b2-9396-4ab7-9ef3-7b7d11bed580,template
Is there a robot and a rubiks cube in the living room?,logical_room,yes,False,"[[58, 56, 57], [59, 62, 60]]",[7],9fed3327-4960-49f1-989a-a5b8f655e515,template
Is there a robot and a rug in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],cdb87f5d-8b65-4b62-8ad9-2b9557d96bfe,template
Is there a robot and a rack in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],a76a1b48-fd78-4644-86f6-240e6876ebed,template
Is there a robot and a shoes in the living room?,logical_room,yes,False,"[[58, 56, 57], [63]]",[7],449793e0-51cb-4fab-a5d6-da62372e0024,template
Is there a robot and a shower in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],7aff613a-8cb6-45ab-bae6-42900e9938ab,template
Is there a robot and a sign in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],7f0fe784-bbd1-4848-9e2b-0c37fa44ba3f,template
Is there a robot and a sink in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],bc2319d7-950e-4f22-b43b-1065b7aadb21,template
Is there a robot and a sofa in the living room?,logical_room,yes,False,"[[58, 56, 57], [18]]",[7],a7d89528-5578-428f-901d-8464624a20a7,template
Is there a robot and a stereo set in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],42247b3a-be5e-4101-9519-86eee38e57a5,template
Is there a robot and a t-shirt in the living room?,logical_room,yes,False,"[[58, 56, 57], [73]]",[7],9d6d83c3-754e-4f70-950d-40b40a68a08f,template
Is there a robot and a table in the living room?,logical_room,yes,False,"[[58, 56, 57], [74]]",[7],54f8c251-fb39-424e-9227-649d76c62e64,template
Is there a robot and a teapot in the living room?,logical_room,yes,False,"[[58, 56, 57], [75]]",[7],cd27acda-2548-4599-a23b-07d44e1f6251,template
Is there a robot and a teddy bear in the living room?,logical_room,yes,False,"[[58, 56, 57], [76]]",[7],0be85cdd-2f1d-4d28-8e2b-51d4b5649388,template
Is there a robot and a television in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],4df4decb-c678-4a04-8a10-8f59d4967601,template
Is there a robot and a toilet in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],c615bb2c-55a1-4085-922b-956893ed82a4,template
Is there a robot and a towel rack in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],c5092507-dc01-4ee0-aad5-ba112e8504ae,template
Is there a robot and a trophy in the living room?,logical_room,yes,False,"[[58, 56, 57], [78]]",[7],8f081b66-05a5-4e54-b04d-6f99acd2d79b,template
Is there a robot and a tv stand in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],6488bb92-0e92-4a66-b7f3-7a6096d53897,template
Is there a robot and a utensil holder in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],3082eef0-537f-42d5-8eff-a3b2857b490a,template
Is there a robot and a vacuum cleaner in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],81d61a8e-08ef-4042-b67e-132029ed67b1,template
Is there a robot and a vase in the living room?,logical_room,yes,False,"[[58, 56, 57], [80, 79]]",[7],c66e98b9-1761-44c5-a9f3-c05ccc4f8125,template
Is there a robot and a wardrobe cabinet in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],2f8b8387-6c39-4e22-a542-0f7303f66bf8,template
Is there a robot and a washer in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],3ee6f834-4481-4759-91a4-700c10aa104a,template
Is there a robot and a water dispenser in the living room?,logical_room,no,False,"[[58, 56, 57], []]",[7],85e8f6d0-8255-4873-90e2-33eef129d1ac,template
Is there a robot and a window in the living room?,logical_room,yes,False,"[[58, 56, 57], [81, 85]]",[7],2c2c55d5-38bf-48c7-91ec-6a9028710bf5,template
Is there a robot and a wine bottle in the living room?,logical_room,yes,False,"[[58, 56, 57], [88, 87]]",[7],f418d231-be2c-4b41-bcaf-82699d77e329,template
Is there a robot and a wine glass in the living room?,logical_room,yes,False,"[[58, 56, 57], [89]]",[7],acc64530-f43d-42fc-aa1d-bd8a2124fd5a,template
Is there a rubiks cube and a rug in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],0d061468-f18f-4d82-8737-9b6402908b4e,template
Is there a rubiks cube and a rack in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],e9c948ff-0a5b-457c-ad4f-0ad9b6a55533,template
Is there a rubiks cube and a shoes in the living room?,logical_room,yes,False,"[[59, 62, 60], [63]]",[7],83661074-4dd1-447f-b2d4-70b436443cd9,template
Is there a rubiks cube and a shower in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],3d197ec9-4f15-4efc-a7ab-b8c6d8a7f7ab,template
Is there a rubiks cube and a sign in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],643e6cb9-834c-40dd-855f-5bc270453b84,template
Is there a rubiks cube and a sink in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],da5daa72-56a0-4827-8435-0d94b9900933,template
Is there a rubiks cube and a sofa in the living room?,logical_room,yes,False,"[[59, 62, 60], [18]]",[7],f694a279-4e59-48ef-8240-7b106114c036,template
Is there a rubiks cube and a stereo set in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],aab59dd9-1ebf-43da-b26c-9ad5b7dcaaaa,template
Is there a rubiks cube and a t-shirt in the living room?,logical_room,yes,False,"[[59, 62, 60], [73]]",[7],daf0cd71-3999-40bd-8506-bb21f6970db8,template
Is there a rubiks cube and a table in the living room?,logical_room,yes,False,"[[59, 62, 60], [74]]",[7],2195fc28-71ef-4048-aa4f-f9ce8a82a3b4,template
Is there a rubiks cube and a teapot in the living room?,logical_room,yes,False,"[[59, 62, 60], [75]]",[7],72621fa2-467b-4690-9ed8-dee60af90f52,template
Is there a rubiks cube and a teddy bear in the living room?,logical_room,yes,False,"[[59, 62, 60], [76]]",[7],b0245f2d-7757-4725-9970-1537ec54412f,template
Is there a rubiks cube and a television in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],1deadc44-2067-409d-af26-b65bb8342a8d,template
Is there a rubiks cube and a toilet in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],57160f68-0ad6-4ae3-8e44-6cf1c9b57486,template
Is there a rubiks cube and a towel rack in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],b9860a1c-698b-4465-b85a-f79fd863e9f3,template
Is there a rubiks cube and a trophy in the living room?,logical_room,yes,False,"[[59, 62, 60], [78]]",[7],f3024c09-784d-460f-a40d-e7601f69e977,template
Is there a rubiks cube and a tv stand in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],f96f525e-cffc-4334-b1b9-ddd81bb9cb34,template
Is there a rubiks cube and a utensil holder in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],8bd631a9-cd6e-4029-a318-30cc86e72ca8,template
Is there a rubiks cube and a vacuum cleaner in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],06a0edba-0a4d-4a0e-b0b3-91cb816dc9ba,template
Is there a rubiks cube and a vase in the living room?,logical_room,yes,False,"[[59, 62, 60], [80, 79]]",[7],77a501e4-b917-4fd7-935e-1850910f38b1,template
Is there a rubiks cube and a wardrobe cabinet in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],f7a062ac-1720-4b6c-a3a2-46fd5d667415,template
Is there a rubiks cube and a washer in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],9bae85a6-493a-48d0-a943-cd741c450552,template
Is there a rubiks cube and a water dispenser in the living room?,logical_room,no,False,"[[59, 62, 60], []]",[7],897ea9fd-6d5c-402e-928e-5a9a9547b5e9,template
Is there a rubiks cube and a window in the living room?,logical_room,yes,False,"[[59, 62, 60], [81, 85]]",[7],4d4e9d80-2741-476d-816c-d204d934f8e1,template
Is there a rubiks cube and a wine bottle in the living room?,logical_room,yes,False,"[[59, 62, 60], [88, 87]]",[7],c6e4b1f8-5817-434a-af97-b999b4240117,template
Is there a rubiks cube and a wine glass in the living room?,logical_room,yes,False,"[[59, 62, 60], [89]]",[7],e45260bd-f2d6-4219-89d7-44d895ed26d4,template
Is there a rug and a rack in the living room?,logical_room,no,False,"[[], []]",[7],7a4885b8-93ac-47c9-a825-6a73df3b6295,template
Is there a rug and a shoes in the living room?,logical_room,no,False,"[[], [63]]",[7],d6138be1-9721-4264-a03a-e13880829004,template
Is there a rug and a shower in the living room?,logical_room,no,False,"[[], []]",[7],7e4918a0-3c15-4277-8285-f3f04b1ce37c,template
Is there a rug and a sign in the living room?,logical_room,no,False,"[[], []]",[7],8e035a49-bce9-49bc-87c2-d63aa5f65fe9,template
Is there a rug and a sink in the living room?,logical_room,no,False,"[[], []]",[7],531cc98c-2dff-4c7e-b5fc-ba5a9619ffa0,template
Is there a rug and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],6ac71772-1666-4cc7-8113-11e02464f8fa,template
Is there a rug and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],33f1330b-2420-482b-b292-cba9885600ef,template
Is there a rug and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],5e7a85f0-1923-4afb-b547-6b69ea3ccb8c,template
Is there a rug and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],ed406868-c92d-4dc1-b2c9-e18ccdf45c0b,template
Is there a rug and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],5bef1e97-bbd2-4622-97a3-071ad6390fcb,template
Is there a rug and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],a0d08f18-ce54-423a-900c-9b8dc022ca01,template
Is there a rug and a television in the living room?,logical_room,no,False,"[[], []]",[7],e0118638-c6b6-45e4-b30b-719b1d9263b6,template
Is there a rug and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],a6bd5611-b48e-4b86-a529-e11289668e18,template
Is there a rug and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],0db018ec-d0d8-4cc4-9d60-31deee0ca9e2,template
Is there a rug and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],f617329b-8411-4790-9af8-fefe36b59cab,template
Is there a rug and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],0b997d9a-af91-4c39-8265-802598542786,template
Is there a rug and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],7056b63b-b44d-466c-9c28-71cf08d7db75,template
Is there a rug and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],1800cae2-559f-4732-bb13-8feebebd87d8,template
Is there a rug and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],799f90bc-2b0f-4809-92ef-345291955457,template
Is there a rug and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],bc6e15f5-de47-4b79-9fef-6531a83b9324,template
Is there a rug and a washer in the living room?,logical_room,no,False,"[[], []]",[7],83f6d871-530f-4cda-8b91-8e03492640f0,template
Is there a rug and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],6cf4c039-fd54-456b-b785-373f81f084cd,template
Is there a rug and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],84af836d-6605-4db9-bbf5-b5357c539774,template
Is there a rug and a wine bottle in the living room?,logical_room,no,False,"[[], [88, 87]]",[7],b0c44d72-842b-47c3-96a5-4a5eb7e74b2b,template
Is there a rug and a wine glass in the living room?,logical_room,no,False,"[[], [89]]",[7],4415d4ea-9c1e-469e-ab69-3e385cd92b48,template
Is there a rack and a shoes in the living room?,logical_room,no,False,"[[], [63]]",[7],5b3e948c-b542-4223-b780-08b9cad3880c,template
Is there a rack and a shower in the living room?,logical_room,no,False,"[[], []]",[7],122f99d8-b876-4d82-badc-48fac466a993,template
Is there a rack and a sign in the living room?,logical_room,no,False,"[[], []]",[7],ed86fb30-058c-44bf-879f-9ad778cb3e5c,template
Is there a rack and a sink in the living room?,logical_room,no,False,"[[], []]",[7],edf4b415-d826-4d6e-9ea5-f02e5260775d,template
Is there a rack and a sofa in the living room?,logical_room,no,False,"[[], [18]]",[7],4d11dbae-71d4-49bb-bd13-abfd5c702d7a,template
Is there a rack and a stereo set in the living room?,logical_room,no,False,"[[], []]",[7],86615ab3-27cb-4899-9746-94457f3f5eca,template
Is there a rack and a t-shirt in the living room?,logical_room,no,False,"[[], [73]]",[7],7586078c-4e29-4e43-b13e-38db53c359ce,template
Is there a rack and a table in the living room?,logical_room,no,False,"[[], [74]]",[7],664d64c9-f1a1-4181-b8c9-b6a6f6b8c385,template
Is there a rack and a teapot in the living room?,logical_room,no,False,"[[], [75]]",[7],29252c3c-9ec3-4535-a9e9-49557ae6c91d,template
Is there a rack and a teddy bear in the living room?,logical_room,no,False,"[[], [76]]",[7],ce86a77b-1eb6-4877-97e9-403c284dfe19,template
Is there a rack and a television in the living room?,logical_room,no,False,"[[], []]",[7],0e620f72-b459-46fb-9e31-c474a4f9e475,template
Is there a rack and a toilet in the living room?,logical_room,no,False,"[[], []]",[7],ef3dc744-a178-4bcf-b4ad-b6d4133c3f6d,template
Is there a rack and a towel rack in the living room?,logical_room,no,False,"[[], []]",[7],3691d5ef-80ca-4d1c-a83b-a9504ccb13b4,template
Is there a rack and a trophy in the living room?,logical_room,no,False,"[[], [78]]",[7],6b9af290-418c-4e1b-9285-e8fe10338222,template
Is there a rack and a tv stand in the living room?,logical_room,no,False,"[[], []]",[7],8e694fbe-072a-4de0-995c-e376f0cc6d73,template
Is there a rack and a utensil holder in the living room?,logical_room,no,False,"[[], []]",[7],7ea3258c-cf75-4b24-8160-f4ceadc4fb53,template
Is there a rack and a vacuum cleaner in the living room?,logical_room,no,False,"[[], []]",[7],c07639ef-b548-4dcf-b387-ae04c3edcac5,template
Is there a rack and a vase in the living room?,logical_room,no,False,"[[], [80, 79]]",[7],36f46e8b-2069-4440-b339-2ee4715ad293,template
Is there a rack and a wardrobe cabinet in the living room?,logical_room,no,False,"[[], []]",[7],177b3a15-f29d-4be3-86f7-29464c86413c,template
Is there a rack and a washer in the living room?,logical_room,no,False,"[[], []]",[7],6fe28112-ed76-4294-a2ce-3bc5f5f60f05,template
Is there a rack and a water dispenser in the living room?,logical_room,no,False,"[[], []]",[7],c4bec609-73da-4388-befb-1c0ad6854a58,template
Is there a rack and a window in the living room?,logical_room,no,False,"[[], [81, 85]]",[7],2239e09d-b856-4efc-afe8-03965c3e9a25,template
