question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin,kwargs
Is there a green sofa or a green tv stand in the living room?,disjunction_colour_location,yes,False,"[[18], []]",[],77371a31-99d2-44a0-994e-103e5041a7ec,template,"{'colour1': 'a brown ', 'colour2': 'a green ', 'entity1': 'sofa', 'entity2': 'tv_stand', 'location': 'living room'}"
Is there a brown bag or a brown bathtub in the living room?,disjunction_colour_location,yes,False,"[[3], []]",[],bc000d7d-1b52-4339-918b-e668f6077265,template,"{'colour1': 'a black ', 'colour2': 'a brown ', 'entity1': 'bag', 'entity2': 'bathtub', 'location': 'living room'}"
Is there a wooden chair or a wooden dressing table in the office?,disjunction_colour_location,yes,False,"[[14, 16], []]",[],93527643-e30c-48e9-8790-a1791d5b05a2,template,"{'colour1': 'a blue ', 'colour2': 'a wooden ', 'entity1': 'chair', 'entity2': 'dressing_table', 'location': 'office'}"
Is there a silver ottoman or a silver sofa in the living room?,disjunction_colour_location,yes,False,"[[37], []]",[],5113fbd1-57d5-488f-bb2a-df7681d6e436,template,"{'colour1': 'a black ', 'colour2': 'a silver ', 'entity1': 'ottoman', 'entity2': 'sofa', 'location': 'living room'}"
Is there a wooden rubiks cube or a wooden teddy bear in the living room?,disjunction_colour_location,yes,False,"[[59, 62, 60], []]",[],5d35e2ee-2203-4613-a3a6-2d5085252af9,template,"{'colour1': 'a blue ', 'colour2': 'a wooden ', 'entity1': 'rubiks_cube', 'entity2': 'teddy_bear', 'location': 'living room'}"
Is there a brown chair or a brown desk in the office?,disjunction_colour_location,yes,False,"[[14, 16], []]",[],bca3f11a-ae41-4946-83b8-e85197eaa99a,template,"{'colour1': 'a blue ', 'colour2': 'a brown ', 'entity1': 'chair', 'entity2': 'desk', 'location': 'office'}"
Is there a wooden cup or a wooden plates in the office?,disjunction_colour_location,yes,False,"[[20], []]",[],be67219b-09fe-4e7f-8300-caabaa644129,template,"{'colour1': 'a white ', 'colour2': 'a wooden ', 'entity1': 'cup', 'entity2': 'plates', 'location': 'office'}"
Is there a transparent bathtub or a transparent wine glass in the living room?,disjunction_colour_location,yes,False,"[[], [89]]",[],ee67ba37-be0e-43eb-b35c-09ec23705956,template,"{'colour1': 'a green ', 'colour2': 'a transparent ', 'entity1': 'bathtub', 'entity2': 'wine_glass', 'location': 'living room'}"
Is there a transparent rack or a transparent window in the living room?,disjunction_colour_location,yes,False,"[[], [81, 85]]",[],ea5a3f12-7e99-4a33-a99f-4c0a13e36ae5,template,"{'colour1': 'a gray ', 'colour2': 'a transparent ', 'entity1': 'rack', 'entity2': 'window', 'location': 'living room'}"
Is there a green teapot or a green wine bottle in the living room?,disjunction_colour_location,yes,False,"[[], [88, 87]]",[],a794aee9-859f-47c8-9cfa-a7984612dab9,template,"{'colour1': 'a gold ', 'colour2': 'a green ', 'entity1': 'teapot', 'entity2': 'wine_bottle', 'location': 'living room'}"
Is there a wooden bag or a wooden box in the office?,disjunction_colour_location,yes,False,"[[4], []]",[],dc0ef953-0cc1-44f6-93dd-b925d79e60ef,template,"{'colour1': 'a white ', 'colour2': 'a wooden ', 'entity1': 'bag', 'entity2': 'box', 'location': 'office'}"
Is there a brown bag or a brown fruit bowl in the living room?,disjunction_colour_location,yes,False,"[[3], []]",[],46a7dffa-16e3-4644-b054-101abe6e343e,template,"{'colour1': 'a black ', 'colour2': 'a brown ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'living room'}"
Is there a purple chair or a purple desk in the office?,disjunction_colour_location,yes,False,"[[14, 16], []]",[],6378e918-72aa-4427-9ceb-e1947be50d2f,template,"{'colour1': 'a blue ', 'colour2': 'a purple ', 'entity1': 'chair', 'entity2': 'desk', 'location': 'office'}"
Is there a white dressing table or a white lamp in the living room?,disjunction_colour_location,yes,False,"[[], [42, 43, 49, 44]]",[],c4fde934-2068-4944-b961-eb3d975b31a0,template,"{'colour1': 'a blue ', 'colour2': 'a white ', 'entity1': 'dressing_table', 'entity2': 'lamp', 'location': 'living room'}"
Is there a silver bag or a silver fruit bowl in the living room?,disjunction_colour_location,yes,False,"[[6], []]",[],a993ce63-a1ca-4681-8fc5-4b270653b04b,template,"{'colour1': 'a gray ', 'colour2': 'a silver ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'living room'}"
Is there a white computer or a white robot in the living room?,disjunction_colour_location,yes,False,"[[], [56]]",[],550508b2-17f4-4aa0-aa59-12258df3eede,template,"{'colour1': 'a gray ', 'colour2': 'a white ', 'entity1': 'computer', 'entity2': 'robot', 'location': 'living room'}"
Is there a red painting or a red rubiks cube in the living room?,disjunction_colour_location,yes,False,"[[52], [59, 62, 60]]",[],c1970eef-5303-4463-b597-c3bcea3b8311,template,"{'colour1': 'a black ', 'colour2': 'a red ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'living room'}"
Is there a white bag or a white fruit bowl in the living room?,disjunction_colour_location,yes,False,"[[3], []]",[],b4920c12-9e72-4291-97d1-9d5650cf9e34,template,"{'colour1': 'a black ', 'colour2': 'a white ', 'entity1': 'bag', 'entity2': 'fruit_bowl', 'location': 'living room'}"
Is there a gold chair or a gold sofa in the office?,disjunction_colour_location,yes,False,"[[14, 16], []]",[],7db0e0ca-8d2f-4149-a2d0-90c15d18a09f,template,"{'colour1': 'a blue ', 'colour2': 'a gold ', 'entity1': 'chair', 'entity2': 'sofa', 'location': 'office'}"
Is there a white sofa or a white table in the living room?,disjunction_colour_location,yes,False,"[[], [74]]",[],1f33d4a9-f8ca-4aab-b8bf-b68850384976,template,"{'colour1': 'a silver ', 'colour2': 'a white ', 'entity1': 'sofa', 'entity2': 'table', 'location': 'living room'}"
Is there a silver box or a silver rug in the office?,disjunction_colour_location,yes,False,"[[11], []]",[],eb3fe08b-cc3c-47be-ac64-79365c332dde,template,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'box', 'entity2': 'rug', 'location': 'office'}"
Is there a silver rubiks cube or a silver teddy bear in the living room?,disjunction_colour_location,yes,False,"[[59, 62, 60], []]",[],de4de9b6-9f8e-460e-b35a-2733a3c4d4ef,template,"{'colour1': 'a red ', 'colour2': 'a silver ', 'entity1': 'rubiks_cube', 'entity2': 'teddy_bear', 'location': 'living room'}"
Is there a silver range oven or a silver washer in the living room?,disjunction_colour_location,no,False,"[[], []]",[],2a0064ac-2642-4c21-bd59-ac5b312675ca,template,"{'colour1': 'a pink ', 'colour2': 'a silver ', 'entity1': 'range_oven', 'entity2': 'washer', 'location': 'living room'}"
Is there a white sofa or a white wardrobe cabinet in the living room?,disjunction_colour_location,no,False,"[[], []]",[],a9dd7852-2b45-461c-9f78-389beea14f46,template,"{'colour1': 'a blue ', 'colour2': 'a white ', 'entity1': 'sofa', 'entity2': 'wardrobe_cabinet', 'location': 'living room'}"
Is there a gray coffee machine or a gray microwave in the living room?,disjunction_colour_location,no,False,"[[], []]",[],33fb7d0e-b1b6-4b7f-a620-de95ffabaecd,template,"{'colour1': 'a brown ', 'colour2': 'a gray ', 'entity1': 'coffee_machine', 'entity2': 'microwave', 'location': 'living room'}"
Is there a gray teapot or a gray wine bottle in the office?,disjunction_colour_location,no,False,"[[], []]",[],dc69d222-3020-49d4-a054-b67fb9960d80,template,"{'colour1': 'a beige ', 'colour2': 'a gray ', 'entity1': 'teapot', 'entity2': 'wine_bottle', 'location': 'office'}"
Is there a pink painting or a pink teddy bear in the office?,disjunction_colour_location,no,False,"[[], []]",[],908a8caf-0150-4338-9451-e0785d675b91,template,"{'colour1': 'a green ', 'colour2': 'a pink ', 'entity1': 'painting', 'entity2': 'teddy_bear', 'location': 'office'}"
Is there a yellow lamp or a yellow rug in the living room?,disjunction_colour_location,no,False,"[[], []]",[],d00556a6-4ddb-4531-b69b-876784151ec5,template,"{'colour1': 'a brown ', 'colour2': 'a yellow ', 'entity1': 'lamp', 'entity2': 'rug', 'location': 'living room'}"
Is there a white water dispenser or a white wine glass in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],6b4f2503-0596-4cc6-9add-57e9075dabb3,template,"{'colour1': 'a brown ', 'colour2': 'a white ', 'entity1': 'water_dispenser', 'entity2': 'wine_glass', 'location': 'hallway'}"
Is there a silver fruit bowl or a silver water dispenser in the office?,disjunction_colour_location,no,False,"[[], []]",[],f911bbb2-973f-46eb-b300-5ac22a820b0b,template,"{'colour1': 'an orange ', 'colour2': 'a silver ', 'entity1': 'fruit_bowl', 'entity2': 'water_dispenser', 'location': 'office'}"
Is there a yellow chair or a yellow dresser in the office?,disjunction_colour_location,no,False,"[[], []]",[],9475f37d-9445-496e-b7be-942e8d854321,template,"{'colour1': 'a red ', 'colour2': 'a yellow ', 'entity1': 'chair', 'entity2': 'dresser', 'location': 'office'}"
Is there an orange chair or an orange desk in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],bcae2a13-003a-4cb9-932f-6e36d0c9202f,template,"{'colour1': 'a green ', 'colour2': 'an orange ', 'entity1': 'chair', 'entity2': 'desk', 'location': 'hallway'}"
Is there a wooden food processor or a wooden refrigerator in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],ee771546-41d9-4a44-9ae5-784a89bc490d,template,"{'colour1': 'a gold ', 'colour2': 'a wooden ', 'entity1': 'food_processor', 'entity2': 'refrigerator', 'location': 'hallway'}"
Is there a yellow chair or a yellow lamp in the living room?,disjunction_colour_location,no,False,"[[], []]",[],2b86ae26-9ef1-43f9-8ea9-3b95d1fe719a,template,"{'colour1': 'a pink ', 'colour2': 'a yellow ', 'entity1': 'chair', 'entity2': 'lamp', 'location': 'living room'}"
Is there a pink kettle or a pink vase in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],639cfc7b-3abb-4ec5-98ea-99b2fd74c5df,template,"{'colour1': 'a brown ', 'colour2': 'a pink ', 'entity1': 'kettle', 'entity2': 'vase', 'location': 'hallway'}"
Is there a yellow vase or a yellow wine bottle in the living room?,disjunction_colour_location,no,False,"[[], []]",[],f56b697d-df09-4b22-b0b7-e1d71b40c0a2,template,"{'colour1': 'a gold ', 'colour2': 'a yellow ', 'entity1': 'vase', 'entity2': 'wine_bottle', 'location': 'living room'}"
Is there a purple box or a purple water dispenser in the office?,disjunction_colour_location,no,False,"[[], []]",[],9181b87a-a6d7-4e57-94ef-82277f450244,template,"{'colour1': 'a pink ', 'colour2': 'a purple ', 'entity1': 'box', 'entity2': 'water_dispenser', 'location': 'office'}"
Is there a yellow mirror or a yellow utensil holder in the living room?,disjunction_colour_location,no,False,"[[], []]",[],bbeec2db-b0d9-42bf-ba20-8ed592e282e4,template,"{'colour1': 'a green ', 'colour2': 'a yellow ', 'entity1': 'mirror', 'entity2': 'utensil_holder', 'location': 'living room'}"
Is there a yellow bed or a yellow dressing table in the living room?,disjunction_colour_location,no,False,"[[], []]",[],5a38e5c6-9d69-48e2-8939-064458491184,template,"{'colour1': 'a white ', 'colour2': 'a yellow ', 'entity1': 'bed', 'entity2': 'dressing_table', 'location': 'living room'}"
Is there a white dressing table or a white sofa in the office?,disjunction_colour_location,no,False,"[[], []]",[],6e608c96-8558-4fd0-9ff5-b9a977a61349,template,"{'colour1': 'an orange ', 'colour2': 'a white ', 'entity1': 'dressing_table', 'entity2': 'sofa', 'location': 'office'}"
Is there a wooden kettle or a wooden vase in the living room?,disjunction_colour_location,no,False,"[[], []]",[],387fa9ae-4ae7-42af-ace9-616ea12e3b12,template,"{'colour1': 'a red ', 'colour2': 'a wooden ', 'entity1': 'kettle', 'entity2': 'vase', 'location': 'living room'}"
Is there a transparent desk or a transparent sofa in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],d5aa1a70-ed2f-4fb1-8609-ec60ea5481a5,template,"{'colour1': 'an orange ', 'colour2': 'a transparent ', 'entity1': 'desk', 'entity2': 'sofa', 'location': 'hallway'}"
Is there a wooden dressing table or a wooden sofa in the living room?,disjunction_colour_location,no,False,"[[], []]",[],04f1db28-7271-4527-ad4f-6bda74afc35a,template,"{'colour1': 'a red ', 'colour2': 'a wooden ', 'entity1': 'dressing_table', 'entity2': 'sofa', 'location': 'living room'}"
Is there a silver cup or a silver wine glass in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],dafe5c53-15e4-4092-8aa9-4742ce8235e0,template,"{'colour1': 'an orange ', 'colour2': 'a silver ', 'entity1': 'cup', 'entity2': 'wine_glass', 'location': 'hallway'}"
Is there a yellow heater or a yellow water dispenser in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],2f5e423c-48a0-468b-9ab5-bce1cebdeeef,template,"{'colour1': 'a transparent ', 'colour2': 'a yellow ', 'entity1': 'heater', 'entity2': 'water_dispenser', 'location': 'hallway'}"
Is there a red ottoman or a red sofa in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],9ad14010-cb9c-4d03-9297-235c9f3957ed,template,"{'colour1': 'a green ', 'colour2': 'a red ', 'entity1': 'ottoman', 'entity2': 'sofa', 'location': 'hallway'}"
Is there a brown ottoman or a brown sofa in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],5b6d2e2b-f855-4092-989a-56c23726133d,template,"{'colour1': 'a blue ', 'colour2': 'a brown ', 'entity1': 'ottoman', 'entity2': 'sofa', 'location': 'hallway'}"
Is there a white dresser or a white table in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],60b5fd52-876a-4b77-a692-6a82d4c9c6ef,template,"{'colour1': 'a blue ', 'colour2': 'a white ', 'entity1': 'dresser', 'entity2': 'table', 'location': 'hallway'}"
Is there a yellow bed or a yellow wardrobe cabinet in the living room?,disjunction_colour_location,no,False,"[[], []]",[],dc38709b-d381-4af9-9c79-bea3ddbdd575,template,"{'colour1': 'a pink ', 'colour2': 'a yellow ', 'entity1': 'bed', 'entity2': 'wardrobe_cabinet', 'location': 'living room'}"
Is there a yellow chair or a yellow wardrobe cabinet in the office?,disjunction_colour_location,no,False,"[[], []]",[],e5009cc9-41c6-4781-88b5-adbf7572d184,template,"{'colour1': 'a red ', 'colour2': 'a yellow ', 'entity1': 'chair', 'entity2': 'wardrobe_cabinet', 'location': 'office'}"
Is there a silver desk or a silver dressing table in the living room?,disjunction_colour_location,no,False,"[[], []]",[],97fa4d47-97da-42f6-bb0a-49ebcb24f4a1,template,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'desk', 'entity2': 'dressing_table', 'location': 'living room'}"
Is there a white bed or a white table in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],91331501-b2b2-4aa8-b307-39629e503ab9,template,"{'colour1': 'a green ', 'colour2': 'a white ', 'entity1': 'bed', 'entity2': 'table', 'location': 'hallway'}"
Is there a wooden tv stand or a wooden wardrobe cabinet in the office?,disjunction_colour_location,no,False,"[[], []]",[],0b37bb92-b216-41f6-82c1-8aa3875c5656,template,"{'colour1': 'a gold ', 'colour2': 'a wooden ', 'entity1': 'tv_stand', 'entity2': 'wardrobe_cabinet', 'location': 'office'}"
Is there a white coffee machine or a white vacuum cleaner in the office?,disjunction_colour_location,no,False,"[[], []]",[],37d5562a-3da5-4ee0-92d1-f973c6681c95,template,"{'colour1': 'a transparent ', 'colour2': 'a white ', 'entity1': 'coffee_machine', 'entity2': 'vacuum_cleaner', 'location': 'office'}"
Is there a silver fish tank or a silver wine bottle in the living room?,disjunction_colour_location,no,False,"[[], []]",[],8e40b5de-5c32-4b10-a9ca-c6283c8316c9,template,"{'colour1': 'a brown ', 'colour2': 'a silver ', 'entity1': 'fish_tank', 'entity2': 'wine_bottle', 'location': 'living room'}"
Is there a wooden cup or a wooden heater in the office?,disjunction_colour_location,no,False,"[[], []]",[],ecfe2c3f-32cd-4175-a07c-d4144da74161,template,"{'colour1': 'a transparent ', 'colour2': 'a wooden ', 'entity1': 'cup', 'entity2': 'heater', 'location': 'office'}"
Is there a purple painting or a purple rubiks cube in the hallway?,disjunction_colour_location,no,False,"[[], []]",[],bf7a1e25-caa1-4b01-8e5a-a7968c7c368a,template,"{'colour1': 'a green ', 'colour2': 'a purple ', 'entity1': 'painting', 'entity2': 'rubiks_cube', 'location': 'hallway'}"
Is there a purple lamp or a purple sofa in the living room?,disjunction_colour_location,no,False,"[[], []]",[],7dd5f781-64a4-4eb8-b0a3-5ac8258fccb2,template,"{'colour1': 'a blue ', 'colour2': 'a purple ', 'entity1': 'lamp', 'entity2': 'sofa', 'location': 'living room'}"
Is there a red dressing table or a red table in the living room?,disjunction_colour_location,no,False,"[[], []]",[],ebe583f9-8693-4e7f-b79f-6a5d392a6507,template,"{'colour1': 'a gold ', 'colour2': 'a red ', 'entity1': 'dressing_table', 'entity2': 'table', 'location': 'living room'}"
Is there a yellow dressing table or a yellow lamp in the living room?,disjunction_colour_location,no,False,"[[], []]",[],ef25adf9-05a5-4e81-a012-43b68eba1d12,template,"{'colour1': 'an orange ', 'colour2': 'a yellow ', 'entity1': 'dressing_table', 'entity2': 'lamp', 'location': 'living room'}"
Is there a wooden box or a wooden fruit bowl in the office?,disjunction_colour_location,no,False,"[[], []]",[],4008342d-28d4-44ef-98f6-3790cb35850a,template,"{'colour1': 'a pink ', 'colour2': 'a wooden ', 'entity1': 'box', 'entity2': 'fruit_bowl', 'location': 'office'}"
Is there a yellow chair or a yellow tv stand in the office?,disjunction_colour_location,no,False,"[[], []]",[],8f3f945a-55b3-41c5-9c1d-9894ccc6f73e,template,"{'colour1': 'a green ', 'colour2': 'a yellow ', 'entity1': 'chair', 'entity2': 'tv_stand', 'location': 'office'}"
Is there a wooden cup or a wooden wine glass in the office?,disjunction_colour_location,no,False,"[[], []]",[],20d2315a-4bae-4852-9bb1-a9e7f2833c9e,template,"{'colour1': 'a purple ', 'colour2': 'a wooden ', 'entity1': 'cup', 'entity2': 'wine_glass', 'location': 'office'}"
Is there a beige jacket in the office?,existence_colour_location,yes,False,[39],[],6608cfcf-0f98-4c28-80ba-927dd8a8488d,template,"{'colour': 'a beige ', 'entity': 'jacket', 'location': 'office'}"
Is there a black chair in the office?,existence_colour_location,yes,False,[16],[],b1e4c981-6668-4c0b-a44e-089cce1d250b,template,"{'colour': 'a black ', 'entity': 'chair', 'location': 'office'}"
Is there a blue ball in the office?,existence_colour_location,yes,False,[8],[],d4df47b1-4b45-4bfc-8d18-d8ba41d9e8bf,template,"{'colour': 'a blue ', 'entity': 'ball', 'location': 'office'}"
Is there a blue book in the office?,existence_colour_location,yes,False,[9],[],347fedde-4a90-4255-8d47-d4d0c15db9e0,template,"{'colour': 'a blue ', 'entity': 'book', 'location': 'office'}"
Is there a blue chair in the office?,existence_colour_location,yes,False,"[14, 16]",[],93326287-fd38-4957-b9d3-9b0c7eb84583,template,"{'colour': 'a blue ', 'entity': 'chair', 'location': 'office'}"
Is there a blue door in the office?,existence_colour_location,yes,False,[29],[],58acea8f-5558-4787-acec-77a3916b0333,template,"{'colour': 'a blue ', 'entity': 'door', 'location': 'office'}"
Is there a blue rubiks cube in the office?,existence_colour_location,yes,False,[61],[],9b2b239f-f768-4fcc-8416-7a02c2ec2db9,template,"{'colour': 'a blue ', 'entity': 'rubiks_cube', 'location': 'office'}"
Is there a brown bag in the office?,existence_colour_location,yes,False,[5],[],bdc948a7-f59f-4cb4-88ff-ff1acebd6b5b,template,"{'colour': 'a brown ', 'entity': 'bag', 'location': 'office'}"
Is there a brown box in the office?,existence_colour_location,yes,False,[11],[],3e36f8ce-035c-4744-b2f1-88331253610c,template,"{'colour': 'a brown ', 'entity': 'box', 'location': 'office'}"
Is there a brown wine bottle in the office?,existence_colour_location,yes,False,[86],[],edb3f31c-7ae6-4238-bd7a-23f728fa5095,template,"{'colour': 'a brown ', 'entity': 'wine_bottle', 'location': 'office'}"
Is there a green rubiks cube in the office?,existence_colour_location,yes,False,[61],[],3c277e87-916f-4e26-bd0d-9281467b822c,template,"{'colour': 'a green ', 'entity': 'rubiks_cube', 'location': 'office'}"
Is there an orange rubiks cube in the office?,existence_colour_location,yes,False,[61],[],75bbbfbb-3f69-40bf-898a-27d2221c00a3,template,"{'colour': 'an orange ', 'entity': 'rubiks_cube', 'location': 'office'}"
Is there an orange teddy bear in the office?,existence_colour_location,yes,False,[77],[],77b46b77-0fe4-4b23-914c-08a5dc965aa1,template,"{'colour': 'an orange ', 'entity': 'teddy_bear', 'location': 'office'}"
Is there a red rubiks cube in the office?,existence_colour_location,yes,False,[61],[],1fae5a08-a66c-4970-abc4-95bd362dc01e,template,"{'colour': 'a red ', 'entity': 'rubiks_cube', 'location': 'office'}"
Is there a transparent window in the office?,existence_colour_location,yes,False,"[82, 84]",[],415a3c53-8427-4a03-b8f7-bd41b290acb0,template,"{'colour': 'a transparent ', 'entity': 'window', 'location': 'office'}"
Is there a white bag in the office?,existence_colour_location,yes,False,[4],[],3643488e-86d7-4a73-8a27-48fd010ab992,template,"{'colour': 'a white ', 'entity': 'bag', 'location': 'office'}"
Is there a white cup in the office?,existence_colour_location,yes,False,[20],[],493d3637-2ee1-4312-b118-ccae2e38edab,template,"{'colour': 'a white ', 'entity': 'cup', 'location': 'office'}"
Is there a white door handle in the office?,existence_colour_location,yes,False,[31],[],4802911c-c1ca-42e4-b060-7c7d62780a81,template,"{'colour': 'a white ', 'entity': 'door_handle', 'location': 'office'}"
Is there a white lamp in the office?,existence_colour_location,yes,False,"[45, 46]",[],ed280aea-a7c1-437d-b658-29af0d81f30f,template,"{'colour': 'a white ', 'entity': 'lamp', 'location': 'office'}"
Is there a white rubiks cube in the office?,existence_colour_location,yes,False,[61],[],4d358d8a-d3e3-4eeb-8b9f-15e288cd1b73,template,"{'colour': 'a white ', 'entity': 'rubiks_cube', 'location': 'office'}"
Is there a wooden desk in the office?,existence_colour_location,yes,False,[21],[],dd366ef7-0aee-4500-b8bf-0a22afb59557,template,"{'colour': 'a wooden ', 'entity': 'desk', 'location': 'office'}"
Is there a yellow rubiks cube in the office?,existence_colour_location,yes,False,[61],[],3644d94a-fedb-492d-8750-0f4419c006a4,template,"{'colour': 'a yellow ', 'entity': 'rubiks_cube', 'location': 'office'}"
Is there a black bag in the living room?,existence_colour_location,yes,False,[3],[],1a6870c1-52df-4fa9-a6ed-7824d43ac289,template,"{'colour': 'a black ', 'entity': 'bag', 'location': 'living room'}"
Is there a black headphones in the living room?,existence_colour_location,yes,False,[38],[],0f85247e-4dc3-4ac2-af97-ba967edfe13f,template,"{'colour': 'a black ', 'entity': 'headphones', 'location': 'living room'}"
Is there a black ottoman in the living room?,existence_colour_location,yes,False,[37],[],36ca6728-ef42-4e19-9826-efb72be31b77,template,"{'colour': 'a black ', 'entity': 'ottoman', 'location': 'living room'}"
Is there a black painting in the living room?,existence_colour_location,yes,False,[52],[],72d6f7a0-c8aa-4991-99f9-969024a51eeb,template,"{'colour': 'a black ', 'entity': 'painting', 'location': 'living room'}"
Is there a blue bag in the living room?,existence_colour_location,yes,False,[2],[],3588e3e7-2637-4e17-a506-6359849983d6,template,"{'colour': 'a blue ', 'entity': 'bag', 'location': 'living room'}"
Is there a blue chair in the living room?,existence_colour_location,yes,False,"[13, 15]",[],2e1e90bc-c265-4b53-a500-1ee5530fbb10,template,"{'colour': 'a blue ', 'entity': 'chair', 'location': 'living room'}"
Is there a blue door in the living room?,existence_colour_location,yes,False,[26],[],d53d083b-f0b1-4626-a322-146c6ad2060e,template,"{'colour': 'a blue ', 'entity': 'door', 'location': 'living room'}"
Is there a blue painting in the living room?,existence_colour_location,yes,False,[52],[],b0611ef0-50b0-417a-b308-6410c5516611,template,"{'colour': 'a blue ', 'entity': 'painting', 'location': 'living room'}"
Is there a blue rubiks cube in the living room?,existence_colour_location,yes,False,"[59, 62, 60]",[],6349ea50-be89-42dd-9c92-2c8237772bd4,template,"{'colour': 'a blue ', 'entity': 'rubiks_cube', 'location': 'living room'}"
Is there a brown sofa in the living room?,existence_colour_location,yes,False,[18],[],dd3d1ab5-4495-43d3-82bb-4e87b02a6959,template,"{'colour': 'a brown ', 'entity': 'sofa', 'location': 'living room'}"
Is there a gray bag in the living room?,existence_colour_location,yes,False,[6],[],b2b1eca2-2996-4915-9e4a-d0064bf9bee2,template,"{'colour': 'a gray ', 'entity': 'bag', 'location': 'living room'}"
Is there a gray book in the living room?,existence_colour_location,yes,False,[10],[],03abe487-d242-45bc-9a1a-2c25c0e41b28,template,"{'colour': 'a gray ', 'entity': 'book', 'location': 'living room'}"
Is there a gray chair in the living room?,existence_colour_location,yes,False,[12],[],c67826bc-ebbb-43fb-a2ee-f56c3cff4185,template,"{'colour': 'a gray ', 'entity': 'chair', 'location': 'living room'}"
Is there a gray shoes in the living room?,existence_colour_location,yes,False,[63],[],11d26d9f-011f-4288-8873-df45e1b639ff,template,"{'colour': 'a gray ', 'entity': 'shoes', 'location': 'living room'}"
Is there a green rubiks cube in the living room?,existence_colour_location,yes,False,"[59, 62, 60]",[],06e3e514-7994-4f1d-8627-a24a57827966,template,"{'colour': 'a green ', 'entity': 'rubiks_cube', 'location': 'living room'}"
Is there a green wine bottle in the living room?,existence_colour_location,yes,False,"[88, 87]",[],6f69df02-002d-4855-87c4-c6eb2e435f8e,template,"{'colour': 'a green ', 'entity': 'wine_bottle', 'location': 'living room'}"
Is there an orange rubiks cube in the living room?,existence_colour_location,yes,False,"[59, 62, 60]",[],1f828ab0-388e-4916-8e30-fa0ac387058a,template,"{'colour': 'an orange ', 'entity': 'rubiks_cube', 'location': 'living room'}"
Is there an orange t-shirt in the living room?,existence_colour_location,yes,False,[73],[],dc2f092e-f765-4b96-bded-2b2a42a4d5cc,template,"{'colour': 'an orange ', 'entity': 't-shirt', 'location': 'living room'}"
Is there an orange teddy bear in the living room?,existence_colour_location,yes,False,[76],[],7865d6ff-add9-4ff2-a1cd-5a81689e4747,template,"{'colour': 'an orange ', 'entity': 'teddy_bear', 'location': 'living room'}"
Is there a red apple in the living room?,existence_colour_location,yes,False,"[1, 0]",[],25146072-cd69-40ef-9ca2-d29d49499db0,template,"{'colour': 'a red ', 'entity': 'apple', 'location': 'living room'}"
Is there a red rubiks cube in the living room?,existence_colour_location,yes,False,"[59, 62, 60]",[],333662f8-2e27-48ea-a37c-3b99a56a9ee7,template,"{'colour': 'a red ', 'entity': 'rubiks_cube', 'location': 'living room'}"
Is there a silver robot in the living room?,existence_colour_location,yes,False,"[58, 57]",[],26bbaed9-a7f8-46e7-9e71-8297a90c82db,template,"{'colour': 'a silver ', 'entity': 'robot', 'location': 'living room'}"
Is there a silver trophy in the living room?,existence_colour_location,yes,False,[78],[],537cc02c-cf8b-4216-b172-87fd1215bf4a,template,"{'colour': 'a silver ', 'entity': 'trophy', 'location': 'living room'}"
Is there a transparent vase in the living room?,existence_colour_location,yes,False,"[80, 79]",[],e512cc56-c195-48ec-a053-5e1bc1b67741,template,"{'colour': 'a transparent ', 'entity': 'vase', 'location': 'living room'}"
Is there a transparent window in the living room?,existence_colour_location,yes,False,"[81, 85]",[],73b7773b-9e17-49ac-9e20-9d336ad4fc98,template,"{'colour': 'a transparent ', 'entity': 'window', 'location': 'living room'}"
Is there a transparent wine glass in the living room?,existence_colour_location,yes,False,[89],[],7b008010-afc5-4132-9dc3-cdaf1adb3c1b,template,"{'colour': 'a transparent ', 'entity': 'wine_glass', 'location': 'living room'}"
Is there a white ball in the living room?,existence_colour_location,yes,False,[7],[],d7dacb5b-042a-453e-b836-417cb9e49204,template,"{'colour': 'a white ', 'entity': 'ball', 'location': 'living room'}"
Is there a white bookshelf in the living room?,existence_colour_location,yes,False,[17],[],54442434-b240-4b32-8e4f-42597339c234,template,"{'colour': 'a white ', 'entity': 'bookshelf', 'location': 'living room'}"
Is there a white cup in the living room?,existence_colour_location,yes,False,[19],[],0a8e2a94-344e-4206-ace5-c01f2370ac8d,template,"{'colour': 'a white ', 'entity': 'cup', 'location': 'living room'}"
